food_name,main_category,sub_category,detail_category,base_weight,base_unit,base_kcal,carbs,protein,fat,serving_weight,serving_unit,serving_kcal
팥빵_딸기버터호두과자(20개입),빵 및 과자류,팥빵,,100,g,334,46,6,10,440,g,1469.60 
팥빵_딸기버터호두과자(8개입),빵 및 과자류,팥빵,,100,g,334,46,6,10,176,g,587.84 
팥빵_레몬버터딸기버터호두과자(20개입),빵 및 과자류,팥빵,,100,g,340,45,6,13,440,g,1496.00 
팥빵_레몬버터딸기버터호두과자(8개입),빵 및 과자류,팥빵,,100,g,340,45,6,13,176,g,598.40 
팥빵_레몬버터호두과자(20개입),빵 및 과자류,팥빵,,100,g,346,44,6,16,440,g,1522.40 
팥빵_레몬버터호두과자(8개입),빵 및 과자류,팥빵,,100,g,346,44,6,16,176,g,608.96 
팥빵_앙버터딸기버터호두과자(20개입),빵 및 과자류,팥빵,,100,g,347,45,6.5,13,440,g,1526.80 
팥빵_앙버터딸기버터호두과자(8개입),빵 및 과자류,팥빵,,100,g,347,45,6.5,13,176,g,610.72 
팥빵_앙버터레몬버터호두버터(20개입),빵 및 과자류,팥빵,,100,g,353,44,6.5,16,440,g,1553.20 
팥빵_앙버터레몬버터호두버터(8개입),빵 및 과자류,팥빵,,100,g,353,44,6.5,16,176,g,621.28 
팥빵_앙버터호두과자(20개입),빵 및 과자류,팥빵,,100,g,359,44,7,16,440,g,1579.60 
팥빵_앙버터호두과자(8개입),빵 및 과자류,팥빵,,100,g,359,44,7,16,176,g,631.84 
팥빵_연유크림만난단팥빵,빵 및 과자류,팥빵,,100,g,348,,7.62,,105,g,365.40 
팥빵_팥딸기버터호두과자(20개입),빵 및 과자류,팥빵,,100,g,307,47.5,6.5,8.5,420,g,1289.40 
팥빵_팥딸기버터호두과자(8개입),빵 및 과자류,팥빵,,100,g,307,47.5,6.5,8.5,168,g,515.76 
팥빵_팥레몬버터호두과자(20개입),빵 및 과자류,팥빵,,100,g,313,46.5,6.5,11.5,420,g,1314.60 
팥빵_팥레몬버터호두과자(8개입),빵 및 과자류,팥빵,,100,g,313,46.5,6.5,11.5,168,g,525.84 
팥빵_팥앙버터호두과자(20개입),빵 및 과자류,팥빵,,100,g,320,46.5,7,11.5,420,g,1344.00 
팥빵_팥앙버터호두과자(8개입),빵 및 과자류,팥빵,,100,g,320,46.5,7,11.5,168,g,537.60 
팥빵_팥호두과자(20개입),빵 및 과자류,팥빵,,100,g,280,49,7,7,400,g,1120.00 
팥빵_팥호두과자(8개입),빵 및 과자류,팥빵,,100,g,280,49,7,7,160,g,448.00 
팥빵_미니붕어빵 통팥,빵 및 과자류,팥빵,,100,g,291,,6.4,,125,g,363.75 
팥빵_팥 붕어빵,빵 및 과자류,팥빵,,100,g,287,,3.85,,130,g,373.10 
팥빵_팥팥 붕어빵,빵 및 과자류,팥빵,,100,g,249,,4.29,,140,g,348.60 
팥빵_호두과자,빵 및 과자류,팥빵,,100,g,304,,6.15,,130,g,395.20 
페이스트리_64겹골든페스츄리,빵 및 과자류,페이스트리,,100,g,385,,7,,392,g,1509.20 
페이스트리_64겹페스트리,빵 및 과자류,페이스트리,,100,g,387,,7,,286,g,1106.82 
페이스트리_갈릭페스트리,빵 및 과자류,페이스트리,,100,g,351,,8,,193,g,677.43 
페이스트리_낙엽페스트리,빵 및 과자류,페이스트리,,100,g,348,,8.33,,108,g,375.84 
페이스트리_넛츠크림치즈크럼블페이스트리,빵 및 과자류,페이스트리,,100,g,555,,7,,100,g,555.00 
페이스트리_딸기탑 마마츄리,빵 및 과자류,페이스트리,,100,g,241,,3.91,,274,g,660.34 
페이스트리_라즈베리 퐁당 마마츄리,빵 및 과자류,페이스트리,,100,g,269,,4.13,,230,g,618.70 
페이스트리_마카다미아 데니쉬,빵 및 과자류,페이스트리,,100,g,394,,5.88,,85,g,334.90 
페이스트리_몽블랑 데니쉬,빵 및 과자류,페이스트리,,100,g,389,,5.93,,135,g,525.15 
페이스트리_몽블랑 플레인,빵 및 과자류,페이스트리,,100,g,399,,6.7,,195,g,778.05 
페이스트리_미니초코칩트위스트,빵 및 과자류,페이스트리,,100,g,409,45.45,4.55,22.73,22,g,89.98 
페이스트리_밤패스트리,빵 및 과자류,페이스트리,,100,g,361,,6.17,,162,g,584.82 
페이스트리_베이컨&치즈패스트리,빵 및 과자류,페이스트리,,100,g,424,,8.86,,79,g,334.96 
페이스트리_블루베리 퐁당 마마츄리,빵 및 과자류,페이스트리,,100,g,266,,4.04,,230,g,611.80 
페이스트리_블루베리품은 소보로 페스트리,빵 및 과자류,페이스트리,,100,g,441,,7,,400,g,1764.00 
페이스트리_비벼먹는 페스츄리 딸기,빵 및 과자류,페이스트리,,100,g,261,,4.71,,276,g,720.36 
페이스트리_비벼먹는 페스츄리 초콜릿,빵 및 과자류,페이스트리,,100,g,398,,6.99,,186,g,740.28 
페이스트리_뺑 오 쇼콜라,빵 및 과자류,페이스트리,,100,g,421,,7.14,,70,g,294.70 
페이스트리_뺑오쇼콜라,빵 및 과자류,페이스트리,,100,g,457,,7.3,,100,g,457.00 
페이스트리_생크림소보루페스트리,빵 및 과자류,페이스트리,,100,g,341,,6,,128,g,436.48 
페이스트리_소세지 페스츄리,빵 및 과자류,페이스트리,,100,g,314,,11.67,,120,g,376.80 
페이스트리_소시지 양파 페이스트리,빵 및 과자류,페이스트리,,100,g,316,,10.5,,200,g,632.00 
페이스트리_소시지페스트리,빵 및 과자류,페이스트리,,100,g,356,,11,,120,g,427.20 
페이스트리_슈크림데니쉬,빵 및 과자류,페이스트리,,100,g,358,,8,,335,g,1199.30 
페이스트리_스위트갈릭고구마페스츄리,빵 및 과자류,페이스트리,,100,g,317,,5.56,,90,g,285.30 
페이스트리_스크류소시지,빵 및 과자류,페이스트리,,100,g,392,,10.97,,155,g,607.60 
페이스트리_시나몬페스트리,빵 및 과자류,페이스트리,,100,g,411,,12,,110,g,452.10 
페이스트리_에그베이컨페이스트리,빵 및 과자류,페이스트리,,100,g,365,,12.31,,130,g,474.50 
페이스트리_오름 치즈 케이츄리,빵 및 과자류,페이스트리,,100,g,399,,6.76,,148,g,590.52 
페이스트리_쟌슨빌소시지페이스트리,빵 및 과자류,페이스트리,,100,g,275,,9,,100,g,275.00 
페이스트리_정통소시지데니쉬,빵 및 과자류,페이스트리,,100,g,351,,12.63,,95,g,333.45 
페이스트리_쫀득한페스트리,빵 및 과자류,페이스트리,,100,g,327,,9.33,,75,g,245.25 
페이스트리_초코 퐁당 마마츄리,빵 및 과자류,페이스트리,,100,g,327,,4.83,,205,g,670.35 
페이스트리_쿠인아망,빵 및 과자류,페이스트리,,100,g,286,,8.24,,85,g,243.10 
페이스트리_퀸아망,빵 및 과자류,페이스트리,,100,g,415,,4,,100,g,415.00 
페이스트리_팥절미 페이스트리,빵 및 과자류,페이스트리,,100,g,381,,11.72,,145,g,552.45 
페이스트리_푀이테쇼콜라,빵 및 과자류,페이스트리,,100,g,350,,6.67,,60,g,210.00 
페이스트리_햄감자말이페스트리,빵 및 과자류,페이스트리,,100,g,298,,11.58,,95,g,283.10 
페이스트리_허니볼,빵 및 과자류,페이스트리,,100,g,277,,6,,200,g,554.00 
페이스트리_허니치즈퐁당 마마츄리,빵 및 과자류,페이스트리,,100,g,319,,10.96,,187,g,596.53 
페이스트리_현무암돌빵,빵 및 과자류,페이스트리,,100,g,421,,6.56,,96,g,404.16 
페이스트리_회오리롱소시지패스트리,빵 및 과자류,페이스트리,,100,g,320,,10.31,,97,g,310.40 
페이스트리_롤링 페이스트리,빵 및 과자류,페이스트리,,100,g,383,34.9,6.1,24.3,130,g,497.90 
페이스트리_미니소시지페스츄리,빵 및 과자류,페이스트리,,100,g,396,25,8.33,29.17,24,g,95.04 
페이스트리_스위트밤블랑,빵 및 과자류,페이스트리,,100,g,413,,6.63,,196,g,809.48 
페이스트리_오렌지 페이스트리,빵 및 과자류,페이스트리,,100,g,277,27.61,4.46,16.68,190,g,526.30 
페이스트리_오코노미야키 페이스트리,빵 및 과자류,페이스트리,,100,g,241,22.6,9,12.7,190,g,457.90 
페이스트리_청포도 페이스트리,빵 및 과자류,페이스트리,,100,g,276,27.7,4.31,16.64,190,g,524.40 
페이스트리_촉촉한몽블랑,빵 및 과자류,페이스트리,,100,g,397,43.53,5.88,22.35,170,g,674.90 
페이스트리_크림치즈데니쉬,빵 및 과자류,페이스트리,,100,g,384,30.53,6.32,25.26,95,g,364.80 
페이스트리_페이스트리 앙버터,빵 및 과자류,페이스트리,,100,g,449,50.1,5.6,25.1,310,g,1391.90 
페이스트리_프렌치뀐아망,빵 및 과자류,페이스트리,,100,g,485,50,5.88,29.41,68,g,329.80 
페이스트리_NEW후랑크패스트리,빵 및 과자류,페이스트리,,100,g,343,,6.96,,115,g,394.45 
페이스트리_갈릭고구마페스츄리,빵 및 과자류,페이스트리,,100,g,329,,4.76,,105,g,345.45 
페이스트리_겹겹이데니쉬,빵 및 과자류,페이스트리,,100,g,409,,6.95,,187,g,764.83 
페이스트리_겹겹이연유크림데니쉬,빵 및 과자류,페이스트리,,100,g,496,,6.14,,228,g,1130.88 
페이스트리_딸기롤페스츄리,빵 및 과자류,페이스트리,,100,g,333,,5.56,,36,g,119.88 
페이스트리_몽블랑의정석,빵 및 과자류,페이스트리,,100,g,420,,7.42,,256,g,1075.20 
페이스트리_바통쉬크레,빵 및 과자류,페이스트리,,100,g,462,,7.69,,130,g,600.60 
페이스트리_블루베리패스트리크림북,빵 및 과자류,페이스트리,,100,g,398,,6.56,,122,g,485.56 
페이스트리_비프볼로네제 페스츄리(1개입),빵 및 과자류,페이스트리,,100,g,333,,6.67,,30,g,99.90 
페이스트리_비프카레페스츄리(1개입),빵 및 과자류,페이스트리,,100,g,317,,6.67,,30,g,95.10 
페이스트리_초코범벅페스츄리,빵 및 과자류,페이스트리,,100,g,446,,6.15,,65,g,289.90 
페이스트리_초코칩쏙쏙트위스트,빵 및 과자류,페이스트리,,100,g,417,,8.33,,24,g,100.08 
페이스트리_치즈소시지페스츄리,빵 및 과자류,페이스트리,,100,g,355,,10.91,,110,g,390.50 
페이스트리_카라멜피칸소보로프,빵 및 과자류,페이스트리,,100,g,509,,6.88,,160,g,814.40 
페이스트리_콘크림치즈패스트리,빵 및 과자류,페이스트리,,100,g,453,,9.47,,95,g,430.35 
페이스트리_크림치즈롤페스츄리,빵 및 과자류,페이스트리,,100,g,361,,5.56,,36,g,129.96 
페이스트리_파삭크림롤,빵 및 과자류,페이스트리,,100,g,407,,5.71,,140,g,569.80 
페이스트리_패스트리크림북,빵 및 과자류,페이스트리,,100,g,429,,7.14,,112,g,480.48 
페이스트리_골든삭 뺑오쇼콜라,빵 및 과자류,페이스트리,,100,g,442,,6.67,,60,g,265.20 
페이스트리_베이컨 포테이토 데니쉬,빵 및 과자류,페이스트리,,100,g,442,,23.85,,130,g,574.60 
페이스트리_뺑오쇼콜라,빵 및 과자류,페이스트리,,100,g,398,,6.78,,59,g,234.82 
페이스트리_아몬드 퀸아망,빵 및 과자류,페이스트리,,100,g,467,,6.67,,75,g,350.25 
페이스트리_초코푀이테,빵 및 과자류,페이스트리,,100,g,321,,10.71,,28,g,89.88 
페이스트리_콘 치즈 데니쉬,빵 및 과자류,페이스트리,,100,g,432,,8.15,,135,g,583.20 
페이스트리_화이트 마카다미아 데니쉬,빵 및 과자류,페이스트리,,100,g,401,,6.58,,76,g,304.76 
프레즐_고구마 프레즐,빵 및 과자류,프레즐,,100,g,268,40.09,12.74,6.6,212,g,568.16 
프레즐_도그 프레즐,빵 및 과자류,프레즐,,100,g,167,18.52,11.11,7.41,135,g,225.45 
프레즐_버터 프레첼,빵 및 과자류,프레즐,,100,g,350,,7.4,,125,g,437.50 
프레즐_불고기 프레즐,빵 및 과자류,프레즐,,100,g,267,34.78,13.53,8.21,207,g,552.69 
프레즐_시나몬슈가스틱,빵 및 과자류,프레즐,,100,g,305,,5.81,,155,g,472.75 
프레즐_시나몬슈가 프레즐,빵 및 과자류,프레즐,,100,g,312,,6.42,,109,g,340.08 
프레즐_아몬드스틱,빵 및 과자류,프레즐,,100,g,338,,7.24,,152,g,513.76 
프레즐_아몬드크림치즈스틱,빵 및 과자류,프레즐,,100,g,298,,6.67,,165,g,491.70 
프레즐_오곡 프레즐,빵 및 과자류,프레즐,,100,g,308,,8.33,,120,g,369.60 
프레즐_오리지날 프레즐,빵 및 과자류,프레즐,,100,g,321,,7.62,,105,g,337.05 
프레즐_오리지널 프레즐,빵 및 과자류,프레즐,,100,g,268,52.14,11.11,2.56,117,g,313.56 
프레즐_오리지널스틱,빵 및 과자류,프레즐,,100,g,342,,7.58,,132,g,451.44 
프레즐_초코 프레즐,빵 및 과자류,프레즐,,100,g,407,,6.4,,125,g,508.75 
프레즐_커스타드 프레즐,빵 및 과자류,프레즐,,100,g,378,,7.2,,125,g,472.50 
프레즐_콘 샐러드 프레즐,빵 및 과자류,프레즐,,100,g,215,32.41,10.19,5.09,216,g,464.40 
프레즐_콘 프레즐,빵 및 과자류,프레즐,,100,g,242,32.21,12.98,6.73,208,g,503.36 
프레즐_크림치즈 프레즐,빵 및 과자류,프레즐,,100,g,272,43.79,9.8,6.54,153,g,416.16 
프레즐_크림치즈 프레즐,빵 및 과자류,프레즐,,100,g,315,,7,,100,g,315.00 
프레즐_크림치즈 프렛즐,빵 및 과자류,프레즐,,100,g,253,,42.42,,99,g,250.47 
프레즐_크림치즈스틱,빵 및 과자류,프레즐,,100,g,297,,7.55,,159,g,472.23 
프레즐_크림치즈 프레즐,빵 및 과자류,프레즐,,100,g,253,,8.08,,99,g,250.47 
프레즐_파마산허브 프레즐,빵 및 과자류,프레즐,,100,g,312,,7.34,,109,g,340.08 
프레즐_페퍼로니 프레즐,빵 및 과자류,프레즐,,100,g,216,23.81,13.33,7.62,210,g,453.60 
프레즐_플레인 프레즐,빵 및 과자류,프레즐,,100,g,268,50.43,11.11,2.56,117,g,313.56 
프레즐_할라피뇨 도그 프레즐,빵 및 과자류,프레즐,,100,g,243,26.9,10.34,10.34,145,g,352.35 
프레즐_햄치즈 프레첼,빵 및 과자류,프레즐,,100,g,285,41.4,11.9,8,110,g,313.50 
프레즐_갈릭스틱,빵 및 과자류,프레즐,,100,g,350,,7.3,,137,g,479.50 
프레즐_압구정 프레첼,빵 및 과자류,프레즐,,100,g,470,43.8,6.8,29.7,200,g,940.00 
프레즐_어니언스틱,빵 및 과자류,프레즐,,100,g,322,,7.48,,147,g,473.34 
프레즐_갈릭 스틱,빵 및 과자류,프레즐,,100,g,350,,7.3,,137,g,479.50 
프레즐_갈릭 프레즐,빵 및 과자류,프레즐,,100,g,309,,7.27,,110,g,339.90 
프레즐_고구마 크림치즈 스틱,빵 및 과자류,프레즐,,100,g,264,,5.95,,168,g,443.52 
프레즐_베이컨 치즈 고구마 크림치즈 스틱,빵 및 과자류,프레즐,,100,g,266,,7.84,,204,g,542.64 
프레즐_베이컨 치즈 옥수수 크림치즈 스틱,빵 및 과자류,프레즐,,100,g,310,,10.05,,199,g,616.90 
프레즐_소금빵 크림치즈 스틱,빵 및 과자류,프레즐,,100,g,330,,6.37,,157,g,518.10 
프레즐_시나몬 슈가 스틱,빵 및 과자류,프레즐,,100,g,345,,5.84,,137,g,472.65 
프레즐_시나몬 슈가 프레즐,빵 및 과자류,프레즐,,100,g,354,,6.25,,96,g,339.84 
프레즐_아몬드 고구마 크림치즈 스틱,빵 및 과자류,프레즐,,100,g,303,,5.79,,190,g,575.70 
프레즐_아몬드 스틱,빵 및 과자류,프레즐,,100,g,340,,7.29,,151,g,513.40 
프레즐_아몬드 옥수수 크림치즈 스틱,빵 및 과자류,프레즐,,100,g,323,,8.07,,161,g,520.03 
프레즐_아몬드 크림치즈 바이트,빵 및 과자류,프레즐,,100,g,316,,6.67,,180,g,568.80 
프레즐_아몬드 크림치즈 스틱,빵 및 과자류,프레즐,,100,g,315,,7.05,,156,g,491.40 
프레즐_아몬드 프레즐,빵 및 과자류,프레즐,,100,g,339,,6.42,,109,g,369.51 
프레즐_어니언 스틱,빵 및 과자류,프레즐,,100,g,322,,7.48,,147,g,473.34 
프레즐_어니언 프레즐,빵 및 과자류,프레즐,,100,g,308,,7.34,,109,g,335.72 
프레즐_오리지널 스틱,빵 및 과자류,프레즐,,100,g,342,,7.58,,132,g,451.44 
프레즐_오리지널 프레즐,빵 및 과자류,프레즐,,100,g,315,,7.48,,107,g,337.05 
프레즐_옥수수 크림치즈 스틱,빵 및 과자류,프레즐,,100,g,317,,7.74,,155,g,491.35 
프레즐_크림치즈 바이트,빵 및 과자류,프레즐,,100,g,301,,7.14,,168,g,505.68 
프레즐_크림치즈 스틱,빵 및 과자류,프레즐,,100,g,301,,7.01,,157,g,472.57 
프레즐_페퍼로니 프레즐,빵 및 과자류,프레즐,,100,g,322,,13.51,,148,g,476.56 
프레즐_자이언트 페퍼로니 프레즐,빵 및 과자류,프레즐,,100,g,337,,11.67,,120,g,404.40 
프레즐_콰트로 치즈 프레즐,빵 및 과자류,프레즐,,100,g,327,,13.33,,120,g,392.40 
프레즐_크림치즈 프레즐,빵 및 과자류,프레즐,,100,g,149,,10,,99,g,147.51 
프레즐_크림치즈 프레즐,빵 및 과자류,프레즐,,100,g,253,,7.07,,99,g,250.47 
프레즐_프레즐,빵 및 과자류,프레즐,,100,g,253,,7.07,,99,g,250.47 
피자_샘스테이크 피자 골드스윗 (R),빵 및 과자류,피자,,100,g,279,,14.56,,824,g,2298.96 
피자_샘스테이크 피자 석쇠 (L),빵 및 과자류,피자,,100,g,278,,14.73,,1034,g,2874.52 
피자_1988 피자 (L),빵 및 과자류,피자,,100,g,255,,10.9,,1251,g,3190.05 
피자_1992브로 피자 (L),빵 및 과자류,피자,,100,g,277,,13,,1344,g,3722.88 
피자_2in1(한우불고기+밤스위트골드) 피자 (L),빵 및 과자류,피자,,100,g,272,,16.39,,1248,g,3394.56 
피자_2in1(한우불고기+밤스위트골드) 피자 (F),빵 및 과자류,피자,,100,g,258,,16.46,,1692,g,4365.36 
피자_2in1(한우불고기+밤스위트골드) 피자 (R),빵 및 과자류,피자,,100,g,279,,17.13,,703,g,1961.37 
피자_4색 피자 (L),빵 및 과자류,피자,,100,g,342,,21.75,,1150,g,3933.00 
피자_4색 피자 (R),빵 및 과자류,피자,,100,g,271,,17.2,,750,g,2032.50 
피자_7번가스페셜 피자 골드스윗 (L),빵 및 과자류,피자,,100,g,266,,13.25,,1206,g,3207.96 
피자_7번가스페셜 피자 골드스윗 (R),빵 및 과자류,피자,,100,g,265,,13.27,,907,g,2403.55 
피자_7번가스페셜 피자 리코타링 (L),빵 및 과자류,피자,,100,g,266,,13.57,,1116,g,2968.56 
피자_7번가스페셜 피자 리코타링 (R),빵 및 과자류,피자,,100,g,267,,13.33,,842,g,2248.14 
피자_7번가스페셜 피자 석쇠 (L),빵 및 과자류,피자,,100,g,261,,13.39,,1016,g,2651.76 
피자_7번가스페셜 피자 석쇠 (R),빵 및 과자류,피자,,100,g,261,,13.61,,762,g,1988.82 
피자_7번가스페셜 피자 씬도우 (L),빵 및 과자류,피자,,100,g,278,,10.53,,915,g,2543.70 
피자_7번가스페셜 피자 씬도우 (R),빵 및 과자류,피자,,100,g,264,,11.24,,675,g,1782.00 
피자_7번가스페셜 피자 치즈링 (L),빵 및 과자류,피자,,100,g,259,,14.08,,1136,g,2942.24 
피자_7번가스페셜 피자 치즈링 (R),빵 및 과자류,피자,,100,g,257,,14.81,,862,g,2215.34 
피자_BBQ리얼 시카고 피자 (L),빵 및 과자류,피자,,100,g,255,,12.02,,995,g,2537.25 
피자_BBQ불고기 피자 마니아 에어도우 (L),빵 및 과자류,피자,,100,g,256,,12.29,,1052,g,2693.12 
피자_BBQ불고기 피자 마니아 에어도우 (M),빵 및 과자류,피자,,100,g,250,,12.65,,616,g,1540.00 
피자_BBQ불고기 피자 마니아 파마산엣지 (L),빵 및 과자류,피자,,100,g,247,,12.54,,1075,g,2655.25 
피자_BBQ불고기 피자 마니아 파마산엣지 (M),빵 및 과자류,피자,,100,g,250,,12.95,,630,g,1575.00 
피자_가든스페셜 피자 (F),빵 및 과자류,피자,,100,g,214,,8.4,,1047,g,2240.58 
피자_가든스페셜 피자 (L),빵 및 과자류,피자,,100,g,213,,8.21,,778,g,1657.14 
피자_가든스페셜 피자 (P),빵 및 과자류,피자,,100,g,214,,8.27,,1331,g,2848.34 
피자_가든스페셜 피자 (R),빵 및 과자류,피자,,100,g,214,,8.39,,430,g,920.20 
피자_갈릭 버터 쉬림프 피자 리치골드 (L),빵 및 과자류,피자,,100,g,244,,11.34,,1139,g,2779.16 
피자_갈릭 버터 쉬림프 피자 리치골드 (M),빵 및 과자류,피자,,100,g,274,,12.72,,618,g,1693.32 
피자_갈릭 버터 쉬림프 피자 치즈크러스트 (L),빵 및 과자류,피자,,100,g,241,,11.83,,1050,g,2530.50 
피자_갈릭 버터 쉬림프 피자 치즈크러스트 (M),빵 및 과자류,피자,,100,g,242,,12.21,,623,g,1507.66 
피자_갈릭베이컨체다치즈 피자 (L),빵 및 과자류,피자,,100,g,188,,12.41,,830,g,1560.40 
피자_갈릭베이컨포테이토 피자 (L),빵 및 과자류,피자,,100,g,245,,9.8,,1016,g,2489.20 
피자_갈릭비프스테이크 피자 (L),빵 및 과자류,피자,,100,g,208,,11.05,,920,g,1913.60 
피자_갈릭비프스테이크 피자 (M),빵 및 과자류,피자,,100,g,197,,11.13,,693,g,1365.21 
피자_갈릭쉬림프 피자 (L),빵 및 과자류,피자,,100,g,88,,4.25,,1130,g,994.40 
피자_갈릭쉬림프 피자 오리지널 (M),빵 및 과자류,피자,,100,g,262,26.22,11.76,11.96,610,g,1598.20 
피자_갈릭스테이크쉬림프 피자 (L),빵 및 과자류,피자,,100,g,147,,8,,1197,g,1759.59 
피자_갈릭스테이크 피자 (L),빵 및 과자류,피자,,100,g,276,,15,,1396,g,3852.96 
피자_갈릭스테이크 피자 오리지널 (M),빵 및 과자류,피자,,100,g,258,30.12,10.68,9.95,620,g,1599.60 
피자_갈릭페퍼스테이크 피자 (F),빵 및 과자류,피자,,100,g,267,,12.4,,1036,g,2766.12 
피자_갈릭페퍼스테이크 피자 (L),빵 및 과자류,피자,,100,g,267,,11.98,,770,g,2055.90 
피자_갈릭페퍼스테이크 피자 (P),빵 및 과자류,피자,,100,g,265,,12.12,,1316,g,3487.40 
피자_갈릭홀릭 피자 (L),빵 및 과자류,피자,,100,g,286,,15.13,,950,g,2717.00 
피자_갈릭홀릭 피자 (R),빵 및 과자류,피자,,100,g,285,,15.18,,670,g,1909.50 
피자_갈비앤치킨 피자 씬 (L),빵 및 과자류,피자,,100,g,207,,10,,960,g,1987.20 
피자_갈비앤치킨 피자 씬 (R),빵 및 과자류,피자,,100,g,206,,9.57,,564,g,1161.84 
피자_감자베이컨 피자 (L),빵 및 과자류,피자,,100,g,285,,6.31,,830,g,2365.50 
피자_감자별한웅큼피자 (L),빵 및 과자류,피자,,100,g,248,,11.28,,1227,g,3042.96 
피자_감자 피자,빵 및 과자류,피자,,100,g,264,,12.03,,929,g,2452.56 
피자_강냉이털어 피자 (L),빵 및 과자류,피자,,100,g,268,,14,,931,g,2495.08 
피자_걱정말아요허니 피자 (L),빵 및 과자류,피자,,100,g,272,,12.91,,742,g,2018.24 
피자_고객의실수 피자 (L),빵 및 과자류,피자,,100,g,259,,14.29,,1060,g,2745.40 
피자_고객의실수 피자 (R),빵 및 과자류,피자,,100,g,260,,14.39,,835,g,2171.00 
피자_고구마랍스터볼크림 피자 (L),빵 및 과자류,피자,,100,g,266,,14,,1103,g,2933.98 
피자_고구마무스 베이컨 피자 (L),빵 및 과자류,피자,,100,g,231,,11,,1072,g,2476.32 
피자_고구마무스 피자 (L),빵 및 과자류,피자,,100,g,222,,10.58,,920,g,2042.40 
피자_고구마무스 피자 (L),빵 및 과자류,피자,,100,g,216,,9.07,,1000,g,2160.00 
피자_고구마무스 피자 (M),빵 및 과자류,피자,,100,g,212,,9.45,,775,g,1643.00 
피자_고구마 베이컨 피자 (L),빵 및 과자류,피자,,100,g,248,,11.98,,1016,g,2519.68 
피자_고구마베이컨 피자 (L),빵 및 과자류,피자,,100,g,238,,6.65,,1179,g,2806.02 
피자_고구마스위트 피자 (L),빵 및 과자류,피자,,100,g,277,,9.33,,1201,g,3326.77 
피자_고구마파인애플 피자 (L),빵 및 과자류,피자,,100,g,250,,12.43,,1030,g,2575.00 
피자_고구마 피자 (L),빵 및 과자류,피자,,100,g,252,,11.74,,904,g,2278.08 
피자_고구마 피자 (L),빵 및 과자류,피자,,100,g,252,,9.66,,826,g,2081.52 
피자_고구마 피자 (L),빵 및 과자류,피자,,100,g,252,,12.55,,1020,g,2570.40 
피자_고구마 피자 (L),빵 및 과자류,피자,,100,g,225,,9.28,,865,g,1946.25 
피자_고구마 피자 (L),빵 및 과자류,피자,,100,g,229,,12,,928,g,2125.12 
피자_고구마 피자 (L),빵 및 과자류,피자,,100,g,252,,8.57,,1260,g,3175.20 
피자_고구마 피자 (L),빵 및 과자류,피자,,100,g,292,,6,,880,g,2569.60 
피자_고구마 피자 (L),빵 및 과자류,피자,,100,g,307,,8.27,,1060,g,3254.20 
피자_고구마 피자 (L),빵 및 과자류,피자,,100,g,271,31.99,9.79,8.53,905,g,2452.55 
피자_고구마 피자 (M),빵 및 과자류,피자,,100,g,229,,7.98,,600,g,1374.00 
피자_고구마 피자 (R),빵 및 과자류,피자,,100,g,253,,7.69,,725,g,1834.25 
피자_고구마 피자 (XL),빵 및 과자류,피자,,100,g,242,,16.64,,1144,g,2768.48 
피자_고구마 피자 고구마크러스트 (L),빵 및 과자류,피자,,100,g,232,,10.07,,1112,g,2579.84 
피자_고구마 피자 고구마크러스트 (R),빵 및 과자류,피자,,100,g,235,,9.26,,648,g,1522.80 
피자_고구마 피자 골드스윗 (L),빵 및 과자류,피자,,100,g,263,,12.21,,1046,g,2750.98 
피자_고구마 피자 골드스윗 (R),빵 및 과자류,피자,,100,g,262,,12,,803,g,2103.86 
피자_고구마 피자 라이스골드 (F),빵 및 과자류,피자,,100,g,240,,13.76,,1865,g,4476.00 
피자_고구마 피자 라이스골드 (L),빵 및 과자류,피자,,100,g,254,,13.62,,1401,g,3558.54 
피자_고구마 피자 라이스골드 (R),빵 및 과자류,피자,,100,g,261,,14.25,,782,g,2041.02 
피자_고구마 피자 라이스바이트 (F),빵 및 과자류,피자,,100,g,248,,12.91,,1947,g,4828.56 
피자_고구마 피자 라이스바이트 (L),빵 및 과자류,피자,,100,g,257,,13.41,,1481,g,3806.17 
피자_고구마 피자 리코타링 (L),빵 및 과자류,피자,,100,g,263,,12.5,,956,g,2514.28 
피자_고구마 피자 리코타링 (R),빵 및 과자류,피자,,100,g,264,,12.43,,738,g,1948.32 
피자_고구마 피자 밀스크린 (L),빵 및 과자류,피자,,100,g,240,,10.66,,976,g,2342.40 
피자_고구마 피자 밀스크린 (R),빵 및 과자류,피자,,100,g,234,,10.11,,534,g,1249.56 
피자_고구마 피자 밀스크린고구마크러스트 (L),빵 및 과자류,피자,,100,g,236,,9.7,,1072,g,2529.92 
피자_고구마 피자 밀스크린고구마크러스트 (R),빵 및 과자류,피자,,100,g,231,,9.18,,588,g,1358.28 
피자_고구마 피자 밀스크린체다크림크러스트 (L),빵 및 과자류,피자,,100,g,237,,10.37,,1080,g,2559.60 
피자_고구마 피자 밀스크린체다크림크러스트 (R),빵 및 과자류,피자,,100,g,231,,9.09,,594,g,1372.14 
피자_고구마 피자 밀스크린치즈크러스트 (L),빵 및 과자류,피자,,100,g,233,,11.19,,1072,g,2497.76 
피자_고구마 피자 밀스크린치즈크러스트 (R),빵 및 과자류,피자,,100,g,225,,10,,600,g,1350.00 
