food_name,main_category,sub_category,detail_category,base_weight,base_unit,base_kcal,carbs,protein,fat,serving_weight,serving_unit,serving_kcal
라떼_토피넛 라떼 핫(HOT) (EX),음료 및 차류,라떼,,100,ml,74,,2.46,,651,g,481.74 
라떼_토피넛 크림 라떼,음료 및 차류,라떼,,100,ml,178,,10.49,,499,g,888.22 
라떼_토피넛라떼 아이스(ICED),음료 및 차류,라떼,,100,ml,62,9.24,1.56,2.06,591,g,366.42 
라떼_프로틴 미숫가루 라떼 (Tall),음료 및 차류,라떼,,100,ml,110,,5.04,,360,g,396.00 
라떼_피스타치오 라떼 아이스(ICED),음료 및 차류,라떼,,100,ml,65,10.3,1.18,2.07,650,g,422.50 
라떼_피스타치오 라떼 핫(HOT),음료 및 차류,라떼,,100,ml,99,14.44,2.16,3.53,500,g,495.00 
라떼_피스타치오 초코 라떼 아이스(ICED) (L),음료 및 차류,라떼,,100,ml,66,9.1,1.3,,1000,g,660.00 
라떼_피스타치오 초코 라떼 아이스(ICED) (ML),음료 및 차류,라떼,,100,ml,71,9.43,1.27,,710,g,504.10 
라떼_피스타치오 초코 라떼 아이스(ICED) (R),음료 및 차류,라떼,,100,ml,93,,1.43,,370,g,344.10 
라떼_피스타치오 초코 라떼 핫(HOT) (ML),음료 및 차류,라떼,,100,ml,77,10,1.55,,710,g,546.70 
라떼_피스타치오 초코 라떼 핫(HOT) (R),음료 및 차류,라떼,,100,ml,154,,2.85,,270,g,415.80 
라떼_피스타치오 포레스트 라떼 아이스(ICED),음료 및 차류,라떼,,100,ml,73,12.1,2.01,1.79,591,g,431.43 
라떼_핫초코큐브 핫(HOT),음료 및 차류,라떼,,100,ml,70,,2.25,,355,g,248.50 
라떼_헤이즐넛자바칩 라떼 아이스(ICED) (Grande),음료 및 차류,라떼,,100,ml,78,,1.88,,480,g,374.40 
라떼_헤이즐넛자바칩 라떼 아이스(ICED) (Mini Venti),음료 및 차류,라떼,,100,ml,78,,1.75,,570,g,444.60 
라떼_헤이즐넛자바칩 라떼 아이스(ICED) (Tall),음료 및 차류,라떼,,100,ml,73,,1.95,,360,g,262.80 
라떼_헤이즐넛자바칩 라떼 아이스(ICED) (Venti),음료 및 차류,라떼,,100,ml,68,,1.53,,720,g,489.60 
라떼_헤이즐넛자바칩 라떼 핫(HOT) (Grande),음료 및 차류,라떼,,100,ml,74,,2.08,,480,g,355.20 
라떼_헤이즐넛자바칩 라떼 핫(HOT) (Mini Venti),음료 및 차류,라떼,,100,ml,69,,1.93,,570,g,393.30 
라떼_헤이즐넛자바칩 라떼 핫(HOT) (Tall),음료 및 차류,라떼,,100,ml,80,,2.22,,360,g,288.00 
라떼_헤이즐넛자바칩 라떼 핫(HOT) (Venti),음료 및 차류,라떼,,100,ml,58,,1.53,,720,g,417.60 
라떼_혹임자 라떼 아이스(ICED) (L),음료 및 차류,라떼,,100,ml,51,6.3,1.6,,1000,g,510.00 
라떼_혹임자 라떼 아이스(ICED) (ML),음료 및 차류,라떼,,100,ml,48,5.91,1.55,,710,g,340.80 
라떼_혹임자 라떼 핫(HOT) (ML),음료 및 차류,라떼,,100,ml,54,6.48,1.83,,710,g,383.40 
라떼_홍시 라떼 아이스(ICED),음료 및 차류,라떼,,100,ml,44,9.36,0.63,0.67,650,g,286.00 
라떼_홍차 라떼 아이스(ICED),음료 및 차류,라떼,,100,g,42,,0.5,,500,g,210.00 
라떼_홍차 라떼 핫(HOT),음료 및 차류,라떼,,100,g,123,,1.48,,230,g,282.90 
라떼_화이트 초코 아이스(ICED),음료 및 차류,라떼,,100,ml,88,,1.98,,354,g,311.52 
라떼_화이트 초코 핫(HOT),음료 및 차류,라떼,,100,ml,105,,2.83,,354,g,371.70 
라떼_흑당 라떼,음료 및 차류,라떼,,100,ml,84,,2.22,,360,g,302.40 
라떼_흑당 라떼 아이스(ICED),음료 및 차류,라떼,,100,ml,54,9.1,1.4,1.39,591,g,319.14 
라떼_흑당 라떼 아이스(ICED) (EX),음료 및 차류,라떼,,100,ml,55,,1.32,,680,g,374.00 
라떼_흑당 라떼 아이스(ICED) (R),음료 및 차류,라떼,,100,ml,56,,1.21,,414,g,231.84 
라떼_흑당 밀크티 라떼 아이스(ICED),음료 및 차류,라떼,,100,ml,51,8.51,1.42,1.24,591,g,301.41 
라떼_흑당 버블 라떼 아이스(ICED) (Grande),음료 및 차류,라떼,,100,ml,95,,1.67,,480,g,456.00 
라떼_흑당 버블 라떼 아이스(ICED) (Mini Venti),음료 및 차류,라떼,,100,ml,92,,1.58,,570,g,524.40 
라떼_흑당 버블 라떼 아이스(ICED) (Tall),음료 및 차류,라떼,,100,ml,106,,1.67,,360,g,381.60 
라떼_흑당 버블 라떼 아이스(ICED) (Venti),음료 및 차류,라떼,,100,ml,76,,1.25,,720,g,547.20 
라떼_흑당 버블 밀크티 라떼 아이스(ICED),음료 및 차류,라떼,,100,ml,56,10.14,1.29,1.13,591,g,330.96 
라떼_흑당버블 라떼 아이스(ICED),음료 및 차류,라떼,,100,ml,54,9.83,1.22,1.12,591,g,319.14 
라떼_흑임자 라떼,음료 및 차류,라떼,,100,ml,80,,2.78,,360,g,288.00 
라떼_흑임자 크림 라떼,음료 및 차류,라떼,,100,ml,177,,2.03,,489,g,865.53 
라떼_흑임자 크림 밀크 아이스(ICED) (Grande),음료 및 차류,라떼,,100,ml,56,,1.04,,480,g,268.80 
라떼_흑임자 크림 밀크 아이스(ICED) (Mini Venti),음료 및 차류,라떼,,100,ml,51,,0.88,,570,g,290.70 
라떼_흑임자 크림 밀크 아이스(ICED) (Tall),음료 및 차류,라떼,,100,ml,49,,0.83,,360,g,176.40 
라떼_흑임자 크림 밀크 아이스(ICED) (Venti),음료 및 차류,라떼,,100,ml,50,,0.83,,720,g,360.00 
라떼_흑임자 크림 밀크 핫(HOT) (Grande),음료 및 차류,라떼,,100,ml,57,,1.46,,480,g,273.60 
라떼_흑임자 크림 밀크 핫(HOT) (Mini Venti),음료 및 차류,라떼,,100,ml,51,,1.23,,570,g,290.70 
라떼_흑임자 크림 밀크 핫(HOT) (Tall),음료 및 차류,라떼,,100,ml,57,,1.67,,360,g,205.20 
라떼_흑임자 크림 밀크 핫(HOT) (Venti),음료 및 차류,라떼,,100,ml,47,,0.97,,720,g,338.40 
라떼_흑임자 크림라떼 아이스(ICED) (EX),음료 및 차류,라떼,,100,ml,96,,2.06,,680,g,652.80 
라떼_흑임자 크림라떼 아이스(ICED) (R),음료 및 차류,라떼,,100,ml,83,,1.93,,414,g,343.62 
라떼_흑임자 크림라떼 핫(HOT) (EX),음료 및 차류,라떼,,100,ml,119,,2.92,,651,g,774.69 
라떼_흑임자 크림라떼 핫(HOT) (R),음료 및 차류,라떼,,100,ml,105,,2.6,,384,g,403.20 
라떼_흑임자크림 라떼 아이스(ICED) (Grande),음료 및 차류,라떼,,100,ml,53,,0.63,,480,g,254.40 
라떼_흑임자크림 라떼 아이스(ICED) (Mini Venti),음료 및 차류,라떼,,100,ml,49,,0.7,,570,g,279.30 
라떼_흑임자크림 라떼 아이스(ICED) (Tall),음료 및 차류,라떼,,100,ml,47,,0.56,,360,g,169.20 
라떼_흑임자크림 라떼 아이스(ICED) (Venti),음료 및 차류,라떼,,100,ml,50,,0.7,,720,g,360.00 
라떼_흑임자크림 라떼 핫(HOT) (Grande),음료 및 차류,라떼,,100,ml,58,,1.25,,480,g,278.40 
라떼_흑임자크림 라떼 핫(HOT) (Mini Venti),음료 및 차류,라떼,,100,ml,52,,1.05,,570,g,296.40 
라떼_흑임자크림 라떼 핫(HOT) (Tall),음료 및 차류,라떼,,100,ml,56,,1.39,,360,g,201.60 
라떼_흑임자크림 라떼 핫(HOT) (Venti),음료 및 차류,라떼,,100,ml,50,,0.97,,720,g,360.00 
라떼_그린티라떼 아이스(ICED),음료 및 차류,라떼,그린티,100,ml,55,8.02,1.27,1.96,591,g,325.05 
라떼_그린티라떼 핫(HOT),음료 및 차류,라떼,그린티,100,ml,67,8.87,1.78,2.63,591,g,395.97 
라떼_그린티 라떼,음료 및 차류,라떼,그린티,100,ml,93,,2.5,,360,g,334.80 
라떼_그린티 라떼 아이스(ICED),음료 및 차류,라떼,그린티,100,ml,64,,1.72,,360,g,230.40 
라떼_그린티 라떼 아이스(ICED),음료 및 차류,라떼,그린티,100,ml,55,,1.39,,591,g,325.05 
라떼_그린티 라떼 아이스(ICED) (Grande),음료 및 차류,라떼,그린티,100,ml,59,,1.67,,480,g,283.20 
라떼_그린티 라떼 아이스(ICED) (L),음료 및 차류,라떼,그린티,100,ml,70,,2.33,,473,g,331.10 
라떼_그린티 라떼 아이스(ICED) (L),음료 및 차류,라떼,그린티,100,g,66,,2.01,,497,g,328.02 
라떼_그린티 라떼 아이스(ICED) (Mini Venti),음료 및 차류,라떼,그린티,100,ml,57,,1.58,,570,g,324.90 
라떼_그린티 라떼 아이스(ICED) (R),음료 및 차류,라떼,그린티,100,ml,70,,2.25,,355,g,248.50 
라떼_그린티 라떼 아이스(ICED) (R),음료 및 차류,라떼,그린티,100,g,57,,1.82,,385,g,219.45 
라떼_그린티 라떼 아이스(ICED) (Tall),음료 및 차류,라떼,그린티,100,ml,61,,1.67,,360,g,219.60 
라떼_그린티 라떼 아이스(ICED) (Venti),음료 및 차류,라떼,그린티,100,ml,52,,1.39,,720,g,374.40 
라떼_그린티 라떼 핫(HOT),음료 및 차류,라떼,그린티,100,g,112,,1.57,,230,g,257.60 
라떼_그린티 라떼 핫(HOT),음료 및 차류,라떼,그린티,100,ml,79,,2.24,,473,g,373.67 
라떼_그린티 라떼 핫(HOT),음료 및 차류,라떼,그린티,100,ml,78,,2.31,,360,g,280.80 
라떼_그린티 라떼 핫(HOT) (Grande),음료 및 차류,라떼,그린티,100,ml,63,,1.88,,480,g,302.40 
라떼_그린티 라떼 핫(HOT) (L),음료 및 차류,라떼,그린티,100,g,98,,2.97,,337,g,330.26 
라떼_그린티 라떼 핫(HOT) (Mini Venti),음료 및 차류,라떼,그린티,100,ml,61,,1.75,,570,g,347.70 
라떼_그린티 라떼 핫(HOT) (R),음료 및 차류,라떼,그린티,100,g,98,,3.11,,225,g,220.50 
라떼_그린티 라떼 핫(HOT) (Tall),음료 및 차류,라떼,그린티,100,ml,68,,2.22,,360,g,244.80 
라떼_그린티 라떼 핫(HOT) (Venti),음료 및 차류,라떼,그린티,100,ml,54,,1.39,,720,g,388.80 
라떼_녹차 라떼 아이스(ICED),음료 및 차류,라떼,그린티,100,ml,51,,1.27,,710,g,362.10 
라떼_녹차 라떼 아이스(ICED),음료 및 차류,라떼,그린티,100,ml,61,10,1.45,1.66,650,g,396.50 
라떼_녹차 라떼 아이스(ICED),음료 및 차류,라떼,그린티,100,ml,49,7.83,1.44,1.3,591,g,289.59 
라떼_녹차 라떼 아이스(ICED),음료 및 차류,라떼,그린티,100,ml,46,,1.45,,414,g,190.44 
라떼_녹차 라떼 아이스(ICED),음료 및 차류,라떼,그린티,100,ml,55,,1.48,,420,g,231.00 
라떼_녹차 라떼 아이스(ICED) (EX),음료 및 차류,라떼,그린티,100,ml,50,,1.47,,680,g,340.00 
라떼_녹차 라떼 핫(HOT),음료 및 차류,라떼,그린티,100,ml,66,,2.34,,384,g,253.44 
라떼_녹차 라떼 핫(HOT),음료 및 차류,라떼,그린티,100,ml,92,13.85,2.4,2.83,500,g,460.00 
라떼_녹차 라떼 핫(HOT),음료 및 차류,라떼,그린티,100,ml,102,,2.54,,473,g,482.46 
라떼_녹차 라떼 핫(HOT),음료 및 차류,라떼,그린티,100,ml,47,7.63,1.54,1.2,591,g,277.77 
라떼_녹차 라떼 핫(HOT) (EX),음료 및 차류,라떼,그린티,100,ml,72,,2.46,,651,g,468.72 
라떼_달달한 밤 말차크림 라떼 아이스(ICED) (R),음료 및 차류,라떼,그린티,100,ml,90,,0.75,,415,g,373.50 
라떼_달달한 밤 말차크림 라떼 핫(HOT) (R),음료 및 차류,라떼,그린티,100,ml,103,,0.89,,415,g,427.45 
라떼_말차 라떼 아이스(ICED),음료 및 차류,라떼,그린티,100,ml,63,,1.33,,600,g,378.00 
라떼_말차 라떼 아이스(ICED) (L),음료 및 차류,라떼,그린티,100,ml,47,7.2,1.5,,1000,g,470.00 
라떼_말차 라떼 아이스(ICED) (ML),음료 및 차류,라떼,그린티,100,ml,44,6.76,1.41,,710,g,312.40 
라떼_말차 라떼 아이스(ICED) (더벤티),음료 및 차류,라떼,그린티,100,ml,75,,1.46,,960,g,720.00 
라떼_말차 라떼 핫(HOT),음료 및 차류,라떼,그린티,100,ml,71,,1.67,,600,g,426.00 
라떼_말차 라떼 핫(HOT) (ML),음료 및 차류,라떼,그린티,100,ml,50,7.32,1.69,,710,g,355.00 
라떼_스트로베리 그린티 치즈크림 아이스(ICED),음료 및 차류,라떼,그린티,100,ml,121,,1.88,,480,g,580.80 
라떼_제주 말차 라떼 아이스(ICED),음료 및 차류,라떼,그린티,100,ml,58,,1.8,,473,g,274.34 
라떼_제주 말차 라떼 아이스(ICED),음료 및 차류,라떼,그린티,100,ml,71,,1.7,,354,g,251.34 
라떼_제주 말차 라떼 아이스(ICED) (L),음료 및 차류,라떼,그린티,100,ml,49,,1.29,,473,g,231.77 
라떼_제주 말차 라떼 아이스(ICED) (R),음료 및 차류,라떼,그린티,100,ml,49,,1.3,,415,g,203.35 
라떼_제주 말차 라떼 핫(HOT),음료 및 차류,라떼,그린티,100,ml,98,,2.83,,354,g,346.92 
라떼_제주 말차 라떼 핫(HOT),음료 및 차류,라떼,그린티,100,ml,74,,2.35,,473,g,350.02 
라떼_제주 말차 라떼 핫(HOT) (L),음료 및 차류,라떼,그린티,100,ml,103,,3,,473,g,487.19 
라떼_제주 말차 라떼 핫(HOT) (R),음료 및 차류,라떼,그린티,100,ml,88,,2.58,,415,g,365.20 
라떼_제주녹차 라떼 아이스(ICED),음료 및 차류,라떼,그린티,100,ml,64,,1.69,,591,g,378.24 
라떼_제주녹차 라떼 핫(HOT),음료 및 차류,라떼,그린티,100,ml,56,,1.54,,651,g,364.56 
라떼_제주말차 라떼 아이스(ICED),음료 및 차류,라떼,그린티,100,g,68,,1.48,,452.6,g,307.77 
라떼_제주말차 라떼 아이스(ICED) 빅사이즈,음료 및 차류,라떼,그린티,100,g,75,,1.57,,617.2,g,462.90 
라떼_제주말차 라떼 핫(HOT),음료 및 차류,라떼,그린티,100,g,117,,2.44,,397.2,g,464.72 
라떼_제주말차 라떼 핫(HOT) 빅사이즈,음료 및 차류,라떼,그린티,100,g,115,,2.41,,551.8,g,634.57 
라떼_제주말차 크리미 라떼 아이스(ICED),음료 및 차류,라떼,그린티,100,ml,69,8.13,1.33,3.36,650,g,448.50 
라떼_바닐라라떼 아이스(ICED),음료 및 차류,라떼,바닐라,100,ml,34,4.83,0.86,1.15,591,g,200.94 
라떼_바닐라라떼 핫(HOT),음료 및 차류,라떼,바닐라,100,ml,44,5.51,1.27,1.69,591,g,260.04 
라떼_디카페인 바닐라 크럼블 아이스크림 라떼 아이스(ICED),음료 및 차류,라떼,바닐라,100,ml,110,,1.88,,414,g,455.40 
라떼_바닐라 크럼블 아이스크림 라떼 아이스(ICED),음료 및 차류,라떼,바닐라,100,ml,112,,2.03,,414,g,463.68 
라떼_바닐라볼 밀크티 라떼 아이스(ICED) (Grande),음료 및 차류,라떼,바닐라,100,ml,68,,1.25,,480,g,326.40 
라떼_바닐라볼 밀크티 라떼 아이스(ICED) (Mini Venti),음료 및 차류,라떼,바닐라,100,ml,71,,1.23,,570,g,404.70 
라떼_바닐라볼 밀크티 라떼 아이스(ICED) (Tall),음료 및 차류,라떼,바닐라,100,ml,76,,1.39,,360,g,273.60 
라떼_바닐라볼 밀크티 라떼 아이스(ICED) (Venti),음료 및 차류,라떼,바닐라,100,ml,68,,1.11,,720,g,489.60 
레몬차_레몬 스윗플럼 핫(HOT),음료 및 차류,레몬차,,100,g,55,,0.14,,414,g,227.70 
레몬차_레몬티 아이스(ICED),음료 및 차류,레몬차,,100,g,28,,0,,360,g,100.80 
레몬차_레몬티 핫(HOT),음료 및 차류,레몬차,,100,g,28,,0,,360,g,100.80 
레몬차_레몬민트티,음료 및 차류,레몬차,,100,g,45,,0.03,,360,g,162.00 
레몬차_레몬블루밍티 아이스(ICED) (L),음료 및 차류,레몬차,,100,g,56,,0,,473,g,264.88 
레몬차_레몬블루밍티 아이스(ICED) (Max),음료 및 차류,레몬차,,100,g,48,,0.13,,591,g,283.68 
레몬차_레몬블루밍티 아이스(ICED) (R),음료 및 차류,레몬차,,100,g,48,,0,,414,g,198.72 
레몬차_레몬블루밍티 핫(HOT) (L),음료 및 차류,레몬차,,100,g,51,,0.16,,473,g,241.23 
레몬차_레몬블루밍티 핫(HOT) (R),음료 및 차류,레몬차,,100,g,55,,0,,355,g,195.25 
레몬차_레몬차,음료 및 차류,레몬차,,100,g,49,,0.1,0.01,360,g,176.40 
레몬차_레몬차,음료 및 차류,레몬차,,100,g,53,,0.09,,414,g,219.42 
레몬차_레몬티 아이스(ICED),음료 및 차류,레몬차,,100,g,22,5.61,0.24,,410,g,90.20 
레몬차_레몬티 아이스(ICED),음료 및 차류,레몬차,,100,g,55,,0.48,,415,g,228.25 
레몬차_레몬티 핫(HOT),음료 및 차류,레몬차,,100,g,30,7.42,0.32,,310,g,93.00 
레몬차_레몬티 핫(HOT),음료 및 차류,레몬차,,100,g,54,,0.52,,385,g,207.90 
레몬차_레몬티,음료 및 차류,레몬차,,100,g,47,11,0.52,0.05,100,g,47.00 
레몬차_진저레몬티 아이스(ICED),음료 및 차류,레몬차,,100,g,43,,0,,360,g,154.80 
레몬차_진저레몬티 핫(HOT),음료 및 차류,레몬차,,100,g,43,,0,,360,g,154.80 
레몬차_허니레몬 아이스(ICED),음료 및 차류,레몬차,,100,g,56,13.99,0.21,,486,g,272.16 
레몬차_허니레몬 핫(HOT),음료 및 차류,레몬차,,100,g,64,15.96,0.23,,426,g,272.64 
레몬차_레몬차,음료 및 차류,레몬차,,100,g,41,,0.11,,100,g,41.00 
레몬차_레몬차 (L),음료 및 차류,레몬차,,100,g,35,,0.16,,450,g,157.50 
레몬차_레몬차 (R),음료 및 차류,레몬차,,100,g,28,,0.13,,400,g,112.00 
레몬차_레몬차 아이스(ICED) (L),음료 및 차류,레몬차,,100,g,35,8.67,0,,946,g,331.10 
레몬차_레몬차 아이스(ICED) (L),음료 및 차류,레몬차,,100,g,36,,0.01,,946,g,340.56 
레몬차_레몬차 아이스(ICED) (M),음료 및 차류,레몬차,,100,g,42,,0.02,,591,g,248.22 
레몬차_레몬차 아이스(ICED) (ML),음료 및 차류,레몬차,,100,g,36,8.87,0,,710,g,255.60 
레몬차_레몬차 핫(HOT) (L),음료 및 차류,레몬차,,100,g,36,,0.01,,946,g,340.56 
레몬차_레몬차 핫(HOT) (M),음료 및 차류,레몬차,,100,g,42,,0.02,,591,g,248.22 
레몬차_레몬차 핫(HOT) (ML),음료 및 차류,레몬차,,100,g,43,10.66,0,,591,g,254.13 
레몬차_레몬티 아이스(ICED),음료 및 차류,레몬차,,100,g,32,,0,,470,g,150.40 
레몬차_레몬티 핫(HOT),음료 및 차류,레몬차,,100,g,42,,0,,310,g,130.20 
레몬차_블루레몬티 아이스(ICED),음료 및 차류,레몬차,,100,g,52,,0.07,,591,g,307.32 
레몬차_블루레몬티 핫(HOT),음료 및 차류,레몬차,,100,g,31,,0.08,,473,g,146.63 
레몬차_레몬티,음료 및 차류,레몬차,,100,ml,41,10.14,0,0,591,g,242.31 
레몬차_레몬차 아이스(ICED),음료 및 차류,레몬차,,100,ml,44,,0.17,,600,g,264.00 
레몬차_레몬차 아이스(ICED),음료 및 차류,레몬차,,100,ml,46,11.49,0.04,0,710,g,326.60 
레몬차_레몬차 아이스(ICED) (더벤티),음료 및 차류,레몬차,,100,ml,43,,0.1,,960,g,412.80 
레몬차_레몬차 핫(HOT),음료 및 차류,레몬차,,100,ml,49,,0.17,,600,g,294.00 
레몬차_레몬차 핫(HOT),음료 및 차류,레몬차,,100,ml,47,11.59,0.05,0.02,591,g,277.77 
레몬차_레몬티,음료 및 차류,레몬차,,100,ml,41,,0.28,,360,g,147.60 
레몬차_레몬티 아이스(ICED),음료 및 차류,레몬차,,100,ml,39,,0.14,,710,g,276.90 
레몬차_레몬티 아이스(ICED),음료 및 차류,레몬차,,100,ml,26,6.56,0.05,0,650,g,169.00 
레몬차_레몬티 아이스(ICED),음료 및 차류,레몬차,,100,g,44,,0,,510,g,224.40 
레몬차_레몬티 핫(HOT),음료 및 차류,레몬차,,100,ml,34,8.53,0.06,0,500,g,170.00 
레몬차_레몬티 핫(HOT),음료 및 차류,레몬차,,100,g,60,,0,,380,g,228.00 
레몬차_레몬티 핫(HOT),음료 및 차류,레몬차,,100,ml,58,,0,,473,g,274.34 
레몬차_블루레몬 티 핫(HOT),음료 및 차류,레몬차,,100,ml,31,,0.09,,473,g,146.63 
레몬차_제로칼로리 레몬 블랙티 제로슈거 (초대용량),음료 및 차류,레몬차,,100,ml,2,,0.05,,850,g,17.00 
레몬차_제로칼로리 레몬티 제로슈거 (Grande),음료 및 차류,레몬차,,100,ml,1,,0.02,,450,g,4.50 
레몬차_제로칼로리 레몬티 제로슈거 (Venti),음료 및 차류,레몬차,,100,ml,4,,0.02,,650,g,26.00 
레몬홍차_레몬 얼그레이티 핫(HOT),음료 및 차류,레몬홍차,,100,g,34,,0.15,,473,g,160.82 
레몬홍차_레몬 얼그레이 티 아이스(ICED),음료 및 차류,레몬홍차,,100,ml,25,,6.34,,473,g,118.25 
레몬홍차_레몬 얼그레이 티 핫(HOT),음료 및 차류,레몬홍차,,100,ml,34,,0.15,,473,g,160.82 
레몬홍차_레몬얼그레이티 아이스(ICED),음료 및 차류,레몬홍차,,100,ml,15,,0.01,,710,g,106.50 
레몬홍차_레몬얼그레이티 핫(HOT),음료 및 차류,레몬홍차,,100,ml,23,,0.01,,473,g,108.79 
마테차_베리마테,음료 및 차류,마테차,,100,g,1,,0,,360,g,3.60 
마테차_스위트마테,음료 및 차류,마테차,,100,g,2,0.28,0.06,0.04,100,g,2.00 
마테차_메리베리마테 아이스(ICED) (L),음료 및 차류,마테차,,100,g,0,,0,,946,g,0.00 
마테차_메리베리마테 아이스(ICED) (M),음료 및 차류,마테차,,100,g,0,,0,,591,g,0.00 
마테차_메리베리마테 핫(HOT) (L),음료 및 차류,마테차,,100,g,0,,0,,946,g,0.00 
마테차_메리베리마테 핫(HOT) (M),음료 및 차류,마테차,,100,g,0,,0,,591,g,0.00 
마테차_베리 마테,음료 및 차류,마테차,,100,ml,1,,0,,360,g,3.60 
미숫가루_미숫가루 아이스(ICED),음료 및 차류,미숫가루,,100,g,139,,4.79,,355,g,493.45 
미숫가루_오곡 미숫가루,음료 및 차류,미숫가루,,100,g,68,,1.83,,100,g,68.00 
미숫가루_제주 보리개역 아이스(ICED),음료 및 차류,미숫가루,,100,g,77,,2.2,,473,g,364.21 
미숫가루_제주 보리개역 핫(HOT),음료 및 차류,미숫가루,,100,g,84,,2.83,,473,g,397.32 
미숫가루_냉 미숫가루 아이스(ICED) (Grande),음료 및 차류,미숫가루,,100,ml,125,,3.54,,480,g,600.00 
미숫가루_냉 미숫가루 아이스(ICED) (Mini Venti),음료 및 차류,미숫가루,,100,ml,112,,3.33,,570,g,638.40 
미숫가루_냉 미숫가루 아이스(ICED) (Tall),음료 및 차류,미숫가루,,100,ml,139,,3.89,,360,g,500.40 
미숫가루_냉 미숫가루 아이스(ICED) (Venti),음료 및 차류,미숫가루,,100,ml,101,,2.78,,720,g,727.20 
미숫가루_미숫가루,음료 및 차류,미숫가루,,100,ml,43,,1.27,,710,g,305.30 
미숫가루_미숫가루 아이스(ICED),음료 및 차류,미숫가루,,100,ml,70,,2,,600,g,420.00 
미숫가루_미숫가루 아이스(ICED) (더벤티),음료 및 차류,미숫가루,,100,ml,75,,1.98,,960,g,720.00 
미숫가루_제주 미숫가루 아이스(ICED),음료 및 차류,미숫가루,,100,ml,77,,2.2,,473,g,364.21 
미숫가루_제주 미숫가루 핫(HOT),음료 및 차류,미숫가루,,100,ml,84,,2.83,,473,g,397.32 
밀크티_흑당밀크 아이스(ICED),음료 및 차류,밀크티,흑당,100,ml,63,8.21,1.27,1.69,591,g,372.33 
밀크티/버블티_골든펄 돌체 밀크티,음료 및 차류,밀크티/버블티,,100,g,61,,1.06,,473,g,288.53 
밀크티/버블티_그린 밀크티 아이스(ICED),음료 및 차류,밀크티/버블티,,100,g,59,9.38,1.79,,448,g,264.32 
밀크티/버블티_그린 밀크티 핫(HOT),음료 및 차류,밀크티/버블티,,100,g,83,11.91,2.98,,403,g,334.49 
밀크티/버블티_납작복숭아 쥬얼리 밀크티,음료 및 차류,밀크티/버블티,,100,g,60,,1.27,,473,g,283.80 
밀크티/버블티_돌체 블랙 밀크티 아이스(ICED) (Tall),음료 및 차류,밀크티/버블티,,100,g,59,,1.69,,355,g,209.45 
밀크티/버블티_돌체 블랙 밀크티 핫(HOT) (Tall),음료 및 차류,밀크티/버블티,,100,g,70,,2.25,,355,g,248.50 
밀크티/버블티_딸기 듬뿍 밀크티,음료 및 차류,밀크티/버블티,,100,g,60,,1.27,,473,g,283.80 
밀크티/버블티_로얄 달고나 밀크티,음료 및 차류,밀크티/버블티,,100,g,86,,1.94,,360,g,309.60 
밀크티/버블티_로얄 밀크티 아이스(ICED),음료 및 차류,밀크티/버블티,,100,g,74,11.95,1.46,2.2,410,g,303.40 
밀크티/버블티_로얄 밀크티 핫(HOT),음료 및 차류,밀크티/버블티,,100,g,112,16.45,2.58,3.87,310,g,347.20 
밀크티/버블티_로얄 밀크티,음료 및 차류,밀크티/버블티,,100,g,93,,1.94,,360,g,334.80 
밀크티/버블티_로얄 흑당 밀크티,음료 및 차류,밀크티/버블티,,100,g,87,,2.22,,360,g,313.20 
밀크티/버블티_로얄 밀크티 아이스(ICED) (L),음료 및 차류,밀크티/버블티,,100,g,67,,1.48,,473,g,316.91 
밀크티/버블티_로얄 밀크티 아이스(ICED) (R),음료 및 차류,밀크티/버블티,,100,g,43,,1.21,,414,g,178.02 
밀크티/버블티_로얄 밀크티 핫(HOT) (L),음료 및 차류,밀크티/버블티,,100,g,67,,2.54,,473,g,316.91 
밀크티/버블티_로얄 밀크티 핫(HOT) (R),음료 및 차류,밀크티/버블티,,100,g,68,,2.54,,355,g,241.40 
밀크티/버블티_리얼 딸기 쥬얼리 밀크티,음료 및 차류,밀크티/버블티,,100,g,60,,1.27,,473,g,283.80 
밀크티/버블티_밀크티 아이스(ICED) (EX),음료 및 차류,밀크티/버블티,,100,g,41,,1.3,,414,g,169.74 
밀크티/버블티_밀크티 아이스(ICED),음료 및 차류,밀크티/버블티,,100,g,46,,1.2,,415,g,190.90 
밀크티/버블티_밀크티 핫(HOT) (EX),음료 및 차류,밀크티/버블티,,100,g,57,,1.93,,414,g,235.98 
밀크티/버블티_밀크티,음료 및 차류,밀크티/버블티,,100,g,53,,1.56,,385,g,204.05 
밀크티/버블티_브라운 슈가 쥬얼리 밀크티 아이스(ICED),음료 및 차류,밀크티/버블티,,100,g,69,,1.48,,473,g,326.37 
밀크티/버블티_브라운 슈가 쥬얼리 밀크티 핫(HOT),음료 및 차류,밀크티/버블티,,100,g,105,,2.66,,414,g,434.70 
밀크티/버블티_브라운슈가 버블 밀크티,음료 및 차류,밀크티/버블티,,100,g,104,,1.45,,550,g,572.00 
밀크티/버블티_블랙 밀크티+펄 아이스(ICED) (J),음료 및 차류,밀크티/버블티,,100,g,58,,0.31,,651,g,377.58 
밀크티/버블티_블랙 밀크티+펄 아이스(ICED) (L),음료 및 차류,밀크티/버블티,,100,g,59,,0.21,,473,g,279.07 
